label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,29.4,3.0,123.495,0.4284,0.015061,66.395,813.32,616.83,199.02,815.86
21,R717,SRC_HX,COMP1,0.7089,29.4,9.8428,1643.985,5.8599,0.095018,10.524,242.49,17783.4,293127.12,310910.52
22,R717,COMP1,IHX,0.7089,159.8,39.6435,1911.055,5.9859,0.033695,29.678,85.99,243037.83,297997.92,541035.74
22c,R717,IHX,cc1,0.7089,73.0,39.6435,706.673,2.6315,0.00136,735.313,3.47,22003.6,297997.92,320001.52
23,R717,cc1,VAL1,0.7089,73.0,39.6435,706.673,2.6315,0.00136,735.313,3.47,22003.6,297997.92,320001.52
24,R717,VAL1,SRC_HX,0.7089,24.4,9.8428,706.673,2.7102,0.020439,48.926,52.16,3798.7,293127.12,296925.82
31,R600a,IHX,COMP2,6.22358,73.0,10.4096,654.448,2.3822,0.237096,4.218,5312.1,49335.39,44747.87,94083.26
32,R600a,COMP2,SNK_HX,6.22358,117.8,26.0191,696.392,2.4037,0.079413,12.592,1779.24,82181.93,47536.22,129718.15
32c,R600a,SNK_HX,cc2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.22358,68.0,10.4096,517.263,1.9803,0.129454,7.725,2900.4,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
