label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,30.02,3.0,126.095,0.437,0.015064,66.382,813.47,700.18,199.02,899.2
21,R1270,SRC_HX,COMP1,3.58587,30.02,11.5508,608.428,2.3751,0.151926,6.582,1961.23,5996.25,125286.51,131282.76
22,R1270,COMP1,IHX,3.58587,106.9,40.7877,684.927,2.4156,0.043412,23.035,560.41,64985.17,130914.58,195899.74
22c,R1270,IHX,cc1,3.58587,80.0,40.7877,434.003,1.7207,0.00949,105.378,122.5,17787.29,130914.58,148701.87
23,R1270,cc1,VAL1,3.58587,80.0,40.7877,434.003,1.7207,0.00949,105.378,122.5,17787.29,130914.58,148701.87
24,R1270,VAL1,SRC_HX,3.58587,25.02,11.5508,434.003,1.7904,0.078198,12.788,1009.46,2979.13,125286.51,128265.64
31,R600a,IHX,COMP2,6.1654,80.0,12.1068,663.204,2.3902,0.200252,4.994,4444.67,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,6.1654,118.28,26.0191,698.082,2.408,0.07926,12.617,1759.2,82605.6,47536.22,130141.82
32c,R600a,SNK_HX,cc2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.1654,75.0,12.1068,517.263,1.9712,0.100674,9.933,2234.51,32324.07,45051.78,77375.85
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
