label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.3,3.0,160.683,0.5495,0.015107,66.196,815.76,2291.93,199.02,2490.95
21,R1270,SRC_HX,COMP1,4.05745,38.3,14.1184,614.808,2.364,0.139608,7.163,2039.24,15132.72,125784.5,140917.21
22,R1270,COMP1,IHX,4.05745,104.6,40.7877,678.137,2.3977,0.047956,20.853,700.48,63448.61,130914.58,194363.18
22c,R1270,IHX,cc1,4.05745,80.0,40.7877,434.003,1.7207,0.010738,93.13,156.84,17787.29,130914.58,148701.87
23,R1270,cc1,VAL1,4.05745,80.0,40.7877,434.003,1.7207,0.010738,93.13,156.84,17787.29,130914.58,148701.87
24,R1270,VAL1,SRC_HX,4.05745,33.3,14.1184,434.003,1.7743,0.066954,14.936,977.98,7206.32,125784.5,132990.82
31,R600,IHX,COMP2,4.44145,80.0,9.0616,701.54,2.5023,0.203778,4.907,3258.24,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.44145,107.15,16.8006,732.529,2.5186,0.102801,9.727,1643.71,86304.41,31199.21,117503.62
32c,R600,SNK_HX,cc2,4.44145,105.0,16.8006,478.513,1.8469,0.009702,103.068,155.13,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.44145,105.0,16.8006,478.513,1.8469,0.009702,103.068,155.13,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.44145,75.0,9.0616,478.513,1.8619,0.064574,15.486,1032.49,26140.56,29865.71,56006.27
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
