label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,28.45,3.0,119.543,0.4153,0.015057,66.413,813.09,500.03,199.02,699.06
21,R717,SRC_HX,COMP1,0.75527,28.45,9.5578,1643.28,5.8704,0.104156,9.601,283.2,14050.06,293080.45,307130.51
22,R717,COMP1,IHX,0.75527,152.24,36.2748,1897.161,5.9922,0.038661,25.866,105.12,227837.38,297448.37,525285.74
22c,R717,IHX,cc1,0.75527,69.0,36.2748,685.022,2.5704,0.001427,700.53,3.88,18798.18,297448.37,316246.55
23,R717,cc1,VAL1,0.75527,69.0,36.2748,685.022,2.5704,0.001427,700.53,3.88,18798.18,297448.37,316246.55
24,R717,VAL1,SRC_HX,0.75527,23.45,9.5578,685.022,2.64,0.020842,47.98,56.67,2765.7,293080.45,295846.15
31,R600a,IHX,COMP2,5.48204,69.0,9.5221,649.328,2.3776,0.229083,4.365,4521.04,45720.23,44588.9,90309.13
32,R600a,COMP2,SNK_HX,5.48204,107.38,21.7777,688.129,2.398,0.088388,11.314,1744.36,76331.75,46780.02,123111.77
32c,R600a,SNK_HX,cc2,5.48204,105.0,21.7777,482.329,1.8539,0.013128,76.175,259.08,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.48204,105.0,21.7777,482.329,1.8539,0.013128,76.175,259.08,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.48204,64.0,9.5221,482.329,1.8825,0.104052,9.611,2053.5,23856.74,44588.9,68445.64
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
