label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.39,3.0,81.623,0.2876,0.015024,66.562,811.28,2.7,199.02,201.72
21,R290,SRC_HX,COMP1,3.34509,19.39,7.1932,599.658,2.3913,0.22127,4.519,2664.6,1.21,102250.12,102251.33
22,R290,COMP1,IHX,3.34509,90.87,28.4931,680.948,2.4363,0.055722,17.946,671.03,56997.34,113348.64,170345.98
22c,R290,IHX,cc1,3.34509,70.0,28.4931,400.646,1.6338,0.008224,121.596,99.04,11935.65,113348.64,125284.29
23,R290,cc1,VAL1,3.34509,70.0,28.4931,400.646,1.6338,0.008224,121.596,99.04,11935.65,113348.64,125284.29
24,R290,VAL1,SRC_HX,3.34509,14.39,7.1932,400.646,1.6994,0.103245,9.686,1243.31,3804.87,102250.12,106054.99
31,R600,IHX,COMP2,4.48369,70.0,7.1991,687.634,2.4898,0.259589,3.852,4190.1,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.48369,106.25,16.8006,730.136,2.5123,0.103014,9.707,1662.78,85758.18,31199.21,116957.39
32c,R600,SNK_HX,cc2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48369,65.0,7.1991,478.513,1.8716,0.098785,10.123,1594.52,23599.52,29544.35,53143.87
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
