label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,19.06,3.0,80.276,0.283,0.015023,66.566,811.23,6.27,199.02,205.29
21,R717,SRC_HX,COMP1,0.72585,19.06,7.0581,1635.376,5.9776,0.134026,7.461,350.22,4.24,267777.56,267781.81
22,R717,COMP1,IHX,0.72585,174.98,37.0961,1960.031,6.1264,0.039035,25.618,102.0,251256.07,297582.37,548838.44
22c,R717,IHX,cc1,0.72585,70.0,37.0961,690.403,2.5857,0.001377,726.257,3.6,19574.65,297582.37,317157.02
23,R717,cc1,VAL1,0.72585,70.0,37.0961,690.403,2.5857,0.001377,726.257,3.6,19574.65,297582.37,317157.02
24,R717,VAL1,SRC_HX,0.72585,14.06,7.0581,690.403,2.6879,0.031059,32.197,81.16,19410.25,267777.56,287187.81
31,R600a,IHX,COMP2,5.47617,70.0,9.7386,650.615,2.3787,0.223584,4.473,4407.78,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,5.47617,107.45,21.7777,688.349,2.3986,0.088369,11.316,1742.12,76382.43,46780.02,123162.45
32c,R600a,SNK_HX,cc2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.47617,65.0,9.7386,482.329,1.8813,0.100145,9.986,1974.28,24168.06,44627.67,68795.74
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
