label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.37,3.0,123.352,0.4279,0.015061,66.395,813.31,612.38,199.02,811.41
21,R717,SRC_HX,COMP1,0.74222,28.79,9.6573,1643.53,5.8667,0.101335,9.868,270.77,15366.83,293096.74,308463.57
22,R717,COMP1,IHX,0.74222,178.18,46.3889,1950.038,6.0057,0.03143,31.817,83.98,275120.29,299097.55,574217.84
22c,R717,IHX,cc1,0.74222,79.99,46.0889,745.396,2.7387,0.001464,683.0,3.91,28261.52,299048.67,327310.19
23,R717,cc1,VAL1,0.74222,79.99,46.0889,745.396,2.7387,0.001464,683.0,3.91,28261.52,299048.67,327310.19
24,R717,VAL1,SRC_HX,0.74222,24.37,9.8323,745.396,2.8405,0.024605,40.642,65.74,4338.87,293125.41,297464.28
31,R600a,IHX,COMP2,6.15709,79.41,11.9568,662.479,2.3895,0.202661,4.934,4492.08,54945.33,45024.93,99970.26
32,R600a,COMP2,SNK_HX,6.15709,118.81,26.2691,698.326,2.4078,0.078071,12.809,1730.48,82861.34,47580.76,130442.1
32c,R600a,SNK_HX,cc2,6.15709,115.0,26.0191,517.263,1.9423,0.015813,63.237,350.51,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.15709,115.0,26.0191,517.263,1.9423,0.015813,63.237,350.51,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.15709,75.0,12.1068,517.263,1.9712,0.100538,9.946,2228.49,32324.07,45051.78,77375.85
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
