label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.45,3.0,198.949,0.6706,0.015163,65.95,818.8,5059.49,199.02,5258.51
21,R290,SRC_HX,COMP1,4.19716,47.45,14.4866,627.597,2.374,0.13592,7.357,2053.72,24693.26,110567.68,135260.94
22,R290,COMP1,IHX,4.19716,98.7,34.9971,677.312,2.4008,0.052704,18.974,796.35,62472.91,114633.22,177106.13
22c,R290,IHX,cc1,4.19716,81.0,34.9971,440.089,1.7422,0.011144,89.734,168.38,18331.39,114633.22,132964.61
23,R290,cc1,VAL1,4.19716,81.0,34.9971,440.089,1.7422,0.011144,89.734,168.38,18331.39,114633.22,132964.61
24,R290,VAL1,SRC_HX,4.19716,42.45,14.4866,440.089,1.7801,0.05984,16.711,904.16,11269.6,110567.68,121837.28
31,R600,IHX,COMP2,4.43704,81.0,9.2657,702.91,2.5035,0.198985,5.025,3178.46,62406.96,29900.91,92307.86
32,R600,COMP2,SNK_HX,4.43704,107.24,16.8006,732.782,2.5193,0.102779,9.73,1641.72,86362.21,31199.21,117561.42
32c,R600,SNK_HX,cc2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.43704,76.0,9.2657,478.513,1.8611,0.061737,16.198,986.15,26349.39,29900.91,56250.3
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
