label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.25,3.0,164.667,0.5623,0.015112,66.173,816.05,2531.75,199.02,2730.77
21,R717,SRC_HX,COMP1,0.75898,39.25,13.2125,1650.247,5.7534,0.076327,13.101,208.55,54705.23,293678.94,348384.17
22,R717,COMP1,IHX,0.75898,163.73,49.0889,1900.683,5.8702,0.028637,34.92,78.25,265040.76,299537.41,564578.17
22c,R717,IHX,cc1,0.75898,83.0,49.0889,762.427,2.785,0.001516,659.423,4.14,31218.31,299537.41,330755.72
23,R717,cc1,VAL1,0.75898,83.0,49.0889,762.427,2.785,0.001516,659.423,4.14,31218.31,299537.41,330755.72
24,R717,VAL1,SRC_HX,0.75898,34.25,13.2125,762.427,2.8657,0.017773,56.264,48.56,13417.93,293678.94,307096.87
31,R600,IHX,COMP2,5.36627,83.0,9.6839,705.639,2.506,0.229978,4.348,4442.84,64324.44,29973.04,94297.48
32,R600,COMP2,SNK_HX,5.36627,126.66,24.1659,749.829,2.5282,0.078649,12.715,1519.38,99523.48,32465.73,131989.21
32c,R600,SNK_HX,cc2,5.36627,125.0,24.1659,544.648,2.0129,0.01298,77.041,250.76,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.36627,125.0,24.1659,544.648,2.0129,0.01298,77.041,250.76,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.36627,78.0,9.6839,544.648,2.0478,0.115824,8.634,2237.56,37666.92,29973.04,67639.96
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
