label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.0,3.0,163.622,0.5589,0.015111,66.179,815.97,2467.73,199.02,2666.75
21,R1270,SRC_HX,COMP1,3.33292,38.48,14.1792,614.94,2.3637,0.114161,8.76,1369.77,15325.33,125796.29,141121.62
22,R1270,COMP1,IHX,3.33292,96.26,36.1148,670.959,2.3942,0.044735,22.354,536.76,58181.09,130021.01,188202.1
22c,R1270,IHX,cc1,3.33292,72.95,35.8148,408.059,1.6501,0.008312,120.309,99.73,13474.94,129963.57,143438.51
23,R1270,cc1,VAL1,3.33292,72.95,35.8148,408.059,1.6501,0.008312,120.309,99.73,13474.94,129963.57,143438.51
24,R1270,VAL1,SRC_HX,3.33292,34.0,14.3542,408.059,1.6885,0.045357,22.047,544.21,6345.38,125830.2,132175.58
31,R600,IHX,COMP2,4.86645,72.16,7.5749,690.665,2.4925,0.267742,3.735,4690.64,53686.98,29609.2,83296.18
32,R600,COMP2,SNK_HX,4.86645,116.52,20.4802,739.695,2.5177,0.087683,11.405,1536.15,93102.18,31832.27,124934.45
32c,R600,SNK_HX,cc2,4.86645,115.0,20.2302,510.611,1.9287,0.011129,89.857,194.97,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.86645,115.0,20.2302,510.611,1.9287,0.011129,89.857,194.97,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.86645,68.0,7.7249,510.611,1.9625,0.120469,8.301,2110.53,28966.53,29635.08,58601.62
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
