label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,19.34,3.0,81.431,0.287,0.015024,66.562,811.27,3.12,199.02,202.14
21,R717,SRC_HX,COMP1,0.65619,19.34,7.1235,1635.631,5.9744,0.120097,8.327,283.7,2.11,268984.3,268986.42
22,R717,COMP1,IHX,0.65619,139.7,26.7882,1885.468,6.0982,0.045107,22.17,106.55,186648.02,295899.35,482547.37
22c,R717,IHX,cc1,0.65619,56.0,26.7882,616.733,2.3722,0.001187,842.754,2.8,10168.49,295899.35,306067.84
23,R717,cc1,VAL1,0.65619,56.0,26.7882,616.733,2.3722,0.001187,842.754,2.8,10168.49,295899.35,306067.84
24,R717,VAL1,SRC_HX,0.65619,14.34,7.1235,616.733,2.4307,0.020664,48.393,48.81,19937.71,268984.3,288922.02
31,R600a,IHX,COMP2,5.5533,56.0,7.0189,632.245,2.363,0.316252,3.162,6322.47,33372.54,44140.21,77512.75
32,R600a,COMP2,SNK_HX,5.5533,106.52,21.7777,685.488,2.3911,0.088609,11.286,1771.46,75727.61,46780.02,122507.64
32c,R600a,SNK_HX,cc2,5.5533,105.0,21.7777,482.329,1.8539,0.013298,75.198,265.86,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.5533,105.0,21.7777,482.329,1.8539,0.013298,75.198,265.86,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.5533,51.0,7.0189,482.329,1.9007,0.168267,5.943,3363.98,18965.34,44140.21,63105.56
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
