name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,275.4271,4.6044,-27.1067,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,315.8122,2.6036,-19.1734,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-785.2448,66.9177,71.902,22.9595,4.9465,5.0,11.7345,0.9913,0.9876,0.9287,0.6691,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,158.1853,199.592,9.3768,5.0,5.1035,6.9606,0.992,1.0,0.8625,0.9909,,,,,
SRC_HX,HeatExchanger,,,,,-509.8178,75.0,61.0104,8.9816,5.0,5.0,6.7976,1.0,0.9773,0.619,0.9066,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2242,26.6317,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3921,18.7734,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
