Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.81,3,121,420.2,11.13,0.7417,0.5427,0.199,4.473e-15,-1.8e-16,4.293e-15,1.526e-13,-1.675e-14,1.072e-13
21,3.302,28.81,9.236,609.7,2385,376.8,114.1,4.611,109.5,9.239,111.8,121.1,168.6,85.89,89.23
22,3.302,87.84,27.95,674.5,2421,556,168.4,55.14,113.2,60.83,115.6,176.5,92.81,85.89,88.16
22c,3.302,69,27.95,397.2,1624,411.7,124.7,11.44,113.2,12.62,115.6,128.2,92.81,85.89,86.53
23,3.302,69,27.95,397.2,1624,411.7,124.7,11.44,113.2,12.62,115.6,128.2,92.81,85.89,86.53
24,3.302,23.81,9.236,397.2,1670,367.6,111.3,1.803,109.5,1.989,111.8,113.8,92.81,85.89,86.01
31,5.482,69,9.522,649.3,2378,495.1,90.31,45.72,44.59,108.3,75.69,183.9,120,86.01,103.2
32,5.482,107.4,21.78,688.1,2398,674.9,123.1,76.33,46.78,160.2,79.41,239.6,106.4,86.01,98.63
32c,5.482,105,21.78,482.3,1854,421.2,76.83,30.05,46.78,63.08,79.41,142.5,106.4,86.01,93.97
33,5.482,105,21.78,482.3,1854,421.2,76.83,30.05,46.78,63.08,79.41,142.5,106.4,86.01,93.97
34,5.482,64,9.522,482.3,1882,375.2,68.45,23.86,44.59,50.07,75.69,125.8,106.4,86.01,93.1
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,103.3,0,103.3,109.8,0,109.8
