name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,179.7095,2.81,-16.9904,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,273.4857,3.0934,-13.6903,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-841.3374,82.1278,82.2662,18.2808,5.0,5.0,10.2442,1.0,1.0,0.9438,0.8171,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,214.8434,222.9236,5.3827,5.0,5.0,5.189,1.0,1.0,0.9317,0.9949,,,,,
SRC_HX,HeatExchanger,,,,,-661.628,88.9903,71.5442,10.5551,5.0,5.0,7.4348,1.0,1.0,0.6785,0.9141,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3559,16.9904,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3233,13.6903,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
