label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,9.76,3.0,41.303,0.1475,0.015003,66.655,810.15,767.45,199.02,966.47
21,R717,SRC_HX,COMP1,0.66854,9.76,5.1112,1626.048,6.0904,0.167934,5.955,404.18,485.49,224902.63,225388.12
22,R717,COMP1,IHX,0.66854,185.16,33.1249,1996.105,6.2569,0.041921,23.855,100.89,249726.7,296934.27,546660.97
22c,R717,IHX,cc1,0.66854,65.0,33.1249,663.691,2.5095,0.001246,802.767,3.0,15855.51,296934.27,312789.78
23,R717,cc1,VAL1,0.66854,65.0,33.1249,663.691,2.5095,0.001246,802.767,3.0,15855.51,296934.27,312789.78
24,R717,VAL1,SRC_HX,0.66854,4.76,5.1112,663.691,2.628,0.039774,25.142,95.73,53134.6,224902.63,278037.22
31,R600a,IHX,COMP2,5.50514,65.0,8.6916,644.137,2.373,0.252639,3.958,5006.93,42018.09,44440.08,86458.17
32,R600a,COMP2,SNK_HX,5.50514,107.1,21.7777,687.265,2.3958,0.088461,11.304,1753.16,76133.69,46780.02,122913.71
32c,R600a,SNK_HX,cc2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.50514,60.0,8.6916,482.329,1.8876,0.121002,8.264,2398.08,22521.16,44440.08,66961.23
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
