label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,30.14,3.0,126.606,0.4387,0.015065,66.38,813.5,717.19,199.02,916.21
21,R717,SRC_HX,COMP1,0.64387,30.14,10.0716,1644.527,5.8517,0.0844,11.848,195.63,20698.35,293164.6,313862.94
22,R717,COMP1,IHX,0.64387,148.85,36.2748,1887.333,5.9691,0.032569,30.704,75.49,224809.25,297448.37,522257.62
22c,R717,IHX,cc1,0.64387,69.0,36.2748,685.022,2.5704,0.001217,821.739,2.82,18798.18,297448.37,316246.55
23,R717,cc1,VAL1,0.64387,69.0,36.2748,685.022,2.5704,0.001217,821.739,2.82,18798.18,297448.37,316246.55
24,R717,VAL1,SRC_HX,0.64387,25.14,10.0716,685.022,2.6355,0.016463,60.741,38.16,4026.5,293164.6,297191.1
31,R600,IHX,COMP2,5.46786,69.0,7.0299,686.226,2.4886,0.324181,3.085,6381.28,50473.75,29515.15,79988.9
32,R600,COMP2,SNK_HX,5.46786,125.54,24.1659,746.017,2.5187,0.078921,12.671,1553.5,98510.42,32465.73,130976.15
32c,R600,SNK_HX,cc2,5.46786,125.0,24.1659,544.648,2.0129,0.013226,75.609,260.34,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.46786,125.0,24.1659,544.648,2.0129,0.013226,75.609,260.34,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.46786,64.0,7.0299,544.648,2.0689,0.189298,5.283,3726.21,31929.56,29515.15,61444.71
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
