Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,9.631,3,40.76,145.6,14.79,0.9861,0.7871,0.199,20.43,-2.429e-16,20.43,480.8,-2.26e-14,383.7
21,0.6488,9.631,5.088,1626,6092,145.8,224.8,0.4975,224.3,0.1431,39.25,39.39,123.1,74.92,75.03
22,0.6488,165,27.44,1953,6246,328.7,506.7,210.6,296,36.86,51.8,88.66,74.92,74.92,74.92
22c,0.6488,57,27.44,621.9,2387,199,306.7,10.74,296,1.879,51.8,53.68,74.92,74.92,74.92
23,0.6488,57,27.44,621.9,2387,199,306.7,10.74,296,1.879,51.8,53.68,74.92,74.92,74.92
24,0.6488,4.631,5.088,621.9,2478,181.8,280.2,55.92,224.3,16.09,39.25,55.33,123.1,74.92,84.54
31,4.53,57,5.221,669.1,2475,303.5,67.01,37.8,29.2,70.89,38.1,109,115,80,99.74
32,4.53,105.3,16.8,727.6,2506,527.2,116.4,85.18,31.2,132.7,40.7,173.4,95.53,80,91.37
32c,4.53,105,16.8,478.5,1847,273.6,60.39,29.19,31.2,45.48,40.7,86.18,95.53,80,87.51
33,4.53,105,16.8,478.5,1847,273.6,60.39,29.19,31.2,45.48,40.7,86.18,95.53,80,87.51
34,4.53,52,5.221,478.5,1889,218.2,48.18,18.97,29.2,29.56,38.1,67.66,95.53,80,86.12
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,91.9,0,112.3,97.69,0,119.4
