label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,9.63,3.0,40.764,0.1456,0.015003,66.655,810.14,787.07,199.02,986.09
21,R717,SRC_HX,COMP1,0.64884,9.63,5.0876,1625.909,6.092,0.163702,6.109,382.38,497.47,224280.93,224778.4
22,R717,COMP1,IHX,0.64884,165.01,27.4433,1952.768,6.2455,0.047024,21.266,109.84,210645.6,296006.38,506651.98
22c,R717,IHX,cc1,0.64884,57.0,27.4433,621.886,2.3875,0.001177,849.576,2.75,10737.48,296006.38,306743.86
23,R717,cc1,VAL1,0.64884,57.0,27.4433,621.886,2.3875,0.001177,849.576,2.75,10737.48,296006.38,306743.86
24,R717,VAL1,SRC_HX,0.64884,4.63,5.0876,621.886,2.478,0.033501,29.849,78.25,55920.98,224280.93,280201.91
31,R600,IHX,COMP2,4.52989,57.0,5.2214,669.143,2.4746,0.3602,2.776,5874.0,37804.66,29202.93,67007.59
32,R600,COMP2,SNK_HX,4.52989,105.3,16.8006,727.57,2.5055,0.103239,9.686,1683.58,85177.3,31199.21,116376.51
32c,R600,SNK_HX,cc2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.52989,52.0,5.2214,478.513,1.8886,0.164611,6.075,2684.42,18974.73,29202.93,48177.66
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
