name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,196.9634,3.1515,-35.128,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,126.3671,1.6577,-8.7398,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-1001.8348,40.3015,83.5107,70.9829,4.9916,5.0,24.8585,0.9942,0.9888,0.9742,0.528,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,164.3235,208.8509,9.1463,5.0,5.0304,6.8657,0.9887,1.0,0.925,0.9917,,,,,
SRC_HX,HeatExchanger,,,,,-804.8714,95.2037,79.9148,13.2199,5.0,5.0,8.4542,1.0,0.9894,0.7197,0.9539,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3226,34.653,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.617,8.3398,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
