Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.57,3,120,416.9,10.69,0.713,0.514,0.199,-3.733e-14,-1.41e-16,-3.747e-14,-1.345e-12,-1.312e-14,-9.732e-13
21,0.7234,28.57,9.593,1643,5869,222.5,307.6,14.52,293.1,6.675,62.4,69.08,176.5,81.76,86.23
22,0.7234,137.7,31.63,1867,5980,360.8,498.7,202.1,296.7,46.61,63.17,109.8,88.57,81.76,84.52
22c,0.7234,63,31.63,653.1,2479,225.1,311.2,14.48,296.7,3.34,63.17,66.51,88.57,81.76,82.08
23,0.7234,63,31.63,653.1,2479,225.1,311.2,14.48,296.7,3.34,63.17,66.51,88.57,81.76,82.08
24,0.7234,23.57,9.593,653.1,2532,213.8,295.6,2.472,293.1,0.5702,62.4,62.97,88.57,81.76,81.82
31,5.516,63,8.297,641.5,2371,466.2,84.5,40.13,44.37,95.44,72.48,167.9,119.7,82.26,100.1
32,5.516,107,21.78,686.8,2395,677.5,122.8,76.04,46.78,154.1,76.42,230.5,102,82.26,94.51
32c,5.516,105,21.78,482.3,1854,423.8,76.83,30.05,46.78,60.9,76.42,137.3,102,82.26,90
33,5.516,105,21.78,482.3,1854,423.8,76.83,30.05,46.78,60.9,76.42,137.3,102,82.26,90
34,5.516,58,8.297,482.3,1890,365,66.17,21.8,44.37,44.17,72.48,116.7,102,82.26,88.77
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,98.72,0,98.72,104.9,0,104.9
