label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,19.73,3.0,83.085,0.2926,0.015025,66.557,811.34,0.5,199.02,199.52
21,R717,SRC_HX,COMP1,0.66943,19.73,7.218,1635.994,5.9698,0.120983,8.266,291.56,0.34,270706.63,270706.97
22,R717,COMP1,IHX,0.66943,166.1,34.6731,1940.234,6.1118,0.037724,26.508,90.91,236123.46,297186.98,533310.44
22c,R717,IHX,cc1,0.66943,67.0,34.6731,674.318,2.54,0.001256,796.071,3.03,17294.38,297186.98,314481.37
23,R717,cc1,VAL1,0.66943,67.0,34.6731,674.318,2.54,0.001256,796.071,3.03,17294.38,297186.98,314481.37
24,R717,VAL1,SRC_HX,0.66943,14.73,7.218,674.318,2.6297,0.026248,38.098,63.26,17462.48,270706.63,288169.1
31,R600,IHX,COMP2,4.90446,67.0,6.7003,683.402,2.4862,0.305022,3.278,5385.5,48413.76,29458.27,77872.03
32,R600,COMP2,SNK_HX,4.90446,115.46,20.2302,737.919,2.5143,0.089375,11.189,1578.01,92365.97,31789.28,124155.25
32c,R600,SNK_HX,cc2,4.90446,115.0,20.2302,510.611,1.9287,0.011216,89.161,198.03,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.90446,115.0,20.2302,510.611,1.9287,0.011216,89.161,198.03,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.90446,62.0,6.7003,510.611,1.9709,0.150658,6.638,2660.02,26692.51,29458.27,56150.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
