name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,188.1513,3.3459,-29.2427,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,170.6049,2.1472,-9.1098,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-957.597,36.7845,80.4402,75.7932,4.9948,5.0,26.0326,0.9928,0.9815,0.9768,0.5598,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,185.1559,208.7121,7.3353,5.0,5.0134,6.0933,0.9853,1.0,0.9417,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-769.4457,92.937,77.8582,12.7503,5.0,5.0,8.2792,1.0,0.9862,0.7106,0.9601,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3053,28.7677,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4816,8.7098,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
