label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,37.73,3.0,158.293,0.5418,0.015103,66.21,815.58,2153.62,199.02,2352.64
21,R717,SRC_HX,COMP1,0.82599,37.25,12.4656,1649.14,5.7747,0.087948,11.37,261.52,47488.49,293556.66,341045.16
22,R717,COMP1,IHX,0.82599,149.98,41.7083,1876.928,5.8843,0.035764,27.961,106.35,238367.08,298334.63,536701.72
22c,R717,IHX,cc1,0.82599,74.99,41.4083,717.6,2.662,0.001597,626.231,4.75,23702.52,298285.72,321988.24
23,R717,cc1,VAL1,0.82599,74.99,41.4083,717.6,2.662,0.001597,626.231,4.75,23702.52,298285.72,321988.24
24,R717,VAL1,SRC_HX,0.82599,32.73,12.6406,717.6,2.7237,0.017303,57.795,51.45,10325.74,293585.32,303911.06
31,R600,IHX,COMP2,4.45422,74.19,7.9408,693.499,2.495,0.233694,4.279,3747.33,55723.05,29672.34,85395.4
32,R600,COMP2,SNK_HX,4.45422,107.34,17.0506,731.801,2.5152,0.100847,9.916,1617.1,86535.45,31242.24,117777.69
32c,R600,SNK_HX,cc2,4.45422,105.0,16.8006,478.513,1.8469,0.00973,102.772,156.03,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.45422,105.0,16.8006,478.513,1.8469,0.00973,102.772,156.03,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.45422,70.0,8.0908,478.513,1.8664,0.080098,12.485,1284.39,24974.71,29698.23,54672.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
