label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,28.76,3.0,120.804,0.4195,0.015059,66.407,813.17,536.0,199.02,735.02
21,R1270,SRC_HX,COMP1,3.02952,28.13,11.0156,606.882,2.3777,0.134724,7.423,1469.34,3800.63,125182.61,128983.24
22,R1270,COMP1,IHX,3.02952,86.93,29.9146,668.097,2.4119,0.050873,19.657,554.84,51332.74,128832.01,180164.75
22c,R1270,IHX,cc1,3.02952,62.97,29.6146,374.229,1.5553,0.007065,141.553,77.05,8619.6,128774.38,137393.99
23,R1270,cc1,VAL1,3.02952,62.97,29.6146,374.229,1.5553,0.007065,141.553,77.05,8619.6,128774.38,137393.99
24,R1270,VAL1,SRC_HX,3.02952,23.76,11.1906,374.229,1.5917,0.047244,21.167,515.26,1502.45,125216.59,126719.04
31,R600,IHX,COMP2,4.50142,61.99,5.9257,676.29,2.4803,0.316144,3.163,5123.15,43167.95,29324.55,72492.5
32,R600,COMP2,SNK_HX,4.50142,106.36,17.0506,729.145,2.5082,0.101066,9.895,1637.78,85928.46,31242.24,117170.7
32c,R600,SNK_HX,cc2,4.50142,105.0,16.8006,478.513,1.8469,0.009833,101.695,159.35,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.50142,105.0,16.8006,478.513,1.8469,0.009833,101.695,159.35,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.50142,58.0,6.0757,478.513,1.8801,0.130328,7.673,2111.99,21304.49,29350.45,50654.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
