name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,299.9638,5.5865,-25.939,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,294.2957,3.0747,-16.4751,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-806.7613,65.5084,73.5029,24.7667,4.9584,5.0,12.3154,0.9905,0.9815,0.9373,0.7345,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,192.0443,206.965,6.5351,5.0,5.0347,5.7333,0.9898,1.0,0.9184,0.9936,,,,,
SRC_HX,HeatExchanger,,,,,-506.7975,73.9435,60.735,9.1175,5.0,5.0,6.8538,1.0,0.97,0.6169,0.913,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1863,25.464,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3348,16.0751,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
