label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,37.88,3.0,158.912,0.5438,0.015104,66.207,815.63,2189.05,199.02,2388.07
21,R717,SRC_HX,COMP1,0.81595,37.4,12.5203,1649.226,5.7731,0.086507,11.56,254.11,48033.03,293565.62,341598.65
22,R717,COMP1,IHX,0.81595,149.7,41.7083,1876.092,5.8823,0.035292,28.335,103.67,238110.58,298334.63,536445.21
22c,R717,IHX,cc1,0.81595,74.99,41.4083,717.6,2.662,0.001577,633.938,4.63,23702.52,298285.72,321988.24
23,R717,cc1,VAL1,0.81595,74.99,41.4083,717.6,2.662,0.001577,633.938,4.63,23702.52,298285.72,321988.24
24,R717,VAL1,SRC_HX,0.81595,32.88,12.6953,717.6,2.7233,0.016982,58.887,49.88,10426.21,293594.27,304020.48
31,R600a,IHX,COMP2,5.43742,74.36,10.7254,656.175,2.3837,0.200768,4.981,3929.97,50547.15,44804.43,95351.58
32,R600a,COMP2,SNK_HX,5.43742,108.39,22.0277,689.817,2.4014,0.086788,11.522,1698.85,76985.2,46824.62,123809.82
32c,R600a,SNK_HX,cc2,5.43742,105.0,21.7777,482.329,1.8539,0.013021,76.8,254.88,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.43742,105.0,21.7777,482.329,1.8539,0.013021,76.8,254.88,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.43742,70.0,10.8754,482.329,1.8757,0.082243,12.159,1609.88,25593.02,44831.3,70424.32
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
