label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.51,3.0,82.13,0.2894,0.015024,66.56,811.3,1.74,199.02,200.76
21,R1270,SRC_HX,COMP1,2.92294,19.51,8.8028,599.48,2.3898,0.162904,6.139,1714.17,0.75,118030.61,118031.36
22,R1270,COMP1,IHX,2.92294,89.2,29.6319,674.758,2.4317,0.050748,19.705,534.0,52250.24,128777.69,181027.93
22c,R1270,IHX,cc1,2.92294,63.0,29.6319,374.327,1.5556,0.006817,146.688,71.73,8632.23,128777.69,137409.92
23,R1270,cc1,VAL1,2.92294,63.0,29.6319,374.327,1.5556,0.006817,146.688,71.73,8632.23,128777.69,137409.92
24,R1270,VAL1,SRC_HX,2.92294,14.51,8.8028,374.327,1.6073,0.065024,15.379,684.23,4221.06,118030.61,122251.67
31,R600a,IHX,COMP2,5.51638,63.0,8.297,641.518,2.3707,0.265424,3.768,5271.04,40134.63,44369.34,84503.97
32,R600a,COMP2,SNK_HX,5.51638,106.96,21.7777,686.848,2.3947,0.088496,11.3,1757.44,76038.09,46780.02,122818.11
32c,R600a,SNK_HX,cc2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.51638,58.0,8.297,482.329,1.8903,0.130337,7.672,2588.36,21798.06,44369.34,66167.4
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
