label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,31.14,3.0,130.785,0.4524,0.01507,66.359,813.75,863.61,199.02,1062.63
21,R290,SRC_HX,COMP1,3.54586,31.14,9.801,612.044,2.3834,0.172226,5.806,2198.48,7311.81,109632.66,116944.47
22,R290,COMP1,IHX,3.54586,105.85,37.641,689.429,2.4245,0.042244,23.672,539.24,67131.95,115154.23,182286.18
22c,R290,IHX,cc1,3.54586,85.0,37.641,455.493,1.7834,0.009742,102.647,124.36,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,3.54586,85.0,37.641,455.493,1.7834,0.009742,102.647,124.36,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,3.54586,26.14,9.801,455.493,1.8606,0.096862,10.324,1236.45,4016.33,109632.66,113648.99
31,R600a,IHX,COMP2,7.38906,85.0,13.4379,669.267,2.3957,0.214462,4.663,5704.82,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,7.38906,129.18,30.8803,706.018,2.414,0.075038,13.327,1996.05,87916.06,48401.61,136317.66
32c,R600a,SNK_HX,cc2,7.38906,125.0,30.8803,557.006,2.04,0.021076,47.447,560.64,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.38906,125.0,30.8803,557.006,2.04,0.021076,47.447,560.64,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.38906,80.0,13.4379,557.006,2.0781,0.130949,7.637,3483.33,40500.97,45289.98,85790.96
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
