name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,274.3949,3.8405,-27.8401,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,271.5536,2.298,-17.4424,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-829.5035,74.7253,77.5726,20.8519,5.0,5.0,11.1007,1.0,1.0,0.9162,0.697,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,160.0204,211.6464,9.1826,5.0,5.0,6.8807,1.0,1.0,0.8634,0.9911,,,,,
SRC_HX,HeatExchanger,,,,,-555.1086,82.2961,64.5309,8.8559,5.0,5.0,6.7453,1.0,1.0,0.6391,0.8981,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2604,27.8401,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4352,17.4424,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
