name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,247.2172,2.9375,-22.6637,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,148.456,1.7988,-9.6708,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-979.7459,93.7184,93.8849,18.9025,5.0,5.0,10.4541,1.0,1.0,0.9252,0.8076,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,174.4611,223.2048,8.1957,5.0,5.0,6.4668,1.0,1.0,0.9245,0.9926,,,,,
SRC_HX,HeatExchanger,,,,,-732.5287,93.0211,76.0428,11.6841,5.0,5.0,7.8749,1.0,1.0,0.7004,0.882,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3404,22.6637,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5559,9.6708,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
