name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,257.0142,3.3811,-22.0559,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,176.9797,2.0025,-10.9023,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-951.2221,88.7459,91.333,19.6934,5.0,5.0,10.7185,1.0,1.0,0.9342,0.7995,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,178.9242,223.6616,7.8205,5.0,5.0,6.3055,1.0,1.0,0.9241,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-694.208,90.8769,73.6583,11.0748,5.0,5.0,7.639,1.0,1.0,0.6889,0.8973,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2958,22.0559,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4994,10.9023,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
