name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,168.5755,3.1383,-15.6462,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,361.0305,3.4474,-18.4717,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-753.7925,71.2488,73.8001,19.2771,5.0,5.0,10.5797,1.0,1.0,0.95,0.7492,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,188.525,221.5137,6.9318,5.0,5.0,5.9134,1.0,1.0,0.9022,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-585.217,81.1735,64.663,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.926,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3186,15.6462,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2901,18.4717,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
