name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,284.4844,4.2503,-23.9502,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,219.9611,2.5004,-12.1394,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-894.862,79.4413,84.8567,21.3534,5.0,5.0,11.2644,1.0,1.0,0.9353,0.7983,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,201.3493,222.6519,6.1106,5.0,5.0,5.5368,1.0,1.0,0.9323,0.9943,,,,,
SRC_HX,HeatExchanger,,,,,-610.3775,85.9004,68.2579,9.7328,5.0,5.0,7.1056,1.0,1.0,0.6604,0.9085,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2353,23.9502,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3999,12.1394,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
