name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,177.1314,3.6536,-35.6531,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,286.5686,2.3951,-17.9871,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-814.4884,30.2017,67.9279,79.6558,5.0,5.0,26.9683,1.0,1.0,0.9753,0.3708,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,161.1499,211.9787,9.0659,5.0,5.0,6.8325,1.0,1.0,0.863,0.9912,,,,,
SRC_HX,HeatExchanger,,,,,-637.357,87.5493,69.7359,10.1658,5.0,5.0,7.28,1.0,1.0,0.6704,0.9657,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2737,35.6531,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4175,17.9871,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
