name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,177.8174,2.3168,-19.5297,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,215.0412,2.1491,-13.9123,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-899.7818,90.5895,87.4924,17.3677,5.0,5.0,9.9325,1.0,1.0,0.9238,0.7865,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,171.48,219.4696,8.2764,5.0,5.0,6.5012,1.0,1.0,0.9045,0.9923,,,,,
SRC_HX,HeatExchanger,,,,,-721.9644,92.475,75.4473,11.5082,5.0,5.0,7.8071,1.0,1.0,0.6972,0.8819,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4316,19.5297,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4653,13.9123,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
