name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,156.698,3.2425,-29.472,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,287.7472,3.0037,-16.2874,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-813.3099,31.8564,68.6063,73.7213,4.9946,5.0,25.5305,0.993,0.9819,0.9765,0.4769,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,190.8324,206.9095,6.6147,5.0,5.0347,5.7698,0.9898,1.0,0.9185,0.9936,,,,,
SRC_HX,HeatExchanger,,,,,-656.6119,86.5896,70.9772,10.9316,5.0,5.0,7.583,1.0,0.9869,0.6769,0.9649,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3147,28.997,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3426,15.8874,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
