Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,29.91,3,125.6,435.4,13.26,0.884,0.685,0.199,6.832e-15,-1.97e-16,6.635e-15,1.847e-13,-1.833e-14,1.39e-13
21,2.821,29.91,11.52,608.3,2375,370,131.1,5.869,125.3,10.24,116.3,126.5,171.7,91.4,94.99
22,2.821,89.51,31.4,669.6,2409,514.6,182.4,53.29,129.1,54.26,119.9,174.1,100.2,91.4,93.98
22c,2.821,66,31.4,384.2,1584,392.4,139.1,9.955,129.1,10.14,119.9,130,100.2,91.4,92.03
23,2.821,66,31.4,384.2,1584,392.4,139.1,9.955,129.1,10.14,119.9,130,100.2,91.4,92.03
24,2.821,24.91,11.52,384.2,1623,359.4,127.4,2.096,125.3,2.134,116.3,118.4,100.2,91.4,91.54
31,6.281,66,8.894,645.4,2374,549.2,87.43,42.95,44.48,122.1,90.05,212.2,125.8,89.54,107.3
32,6.281,117.3,26.02,694.7,2399,812.2,129.3,81.77,47.54,200.7,96.25,297,108.6,89.54,101.6
32c,6.281,115,26.02,517.3,1942,539.2,85.85,38.31,47.54,94.05,96.25,190.3,108.6,89.54,98.03
33,6.281,115,26.02,517.3,1942,539.2,85.85,38.31,47.54,94.05,96.25,190.3,108.6,89.54,98.03
34,6.281,61,8.894,517.3,1991,449.9,71.63,27.16,44.48,66.66,90.05,156.7,108.6,89.54,96.75
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,113.7,-0,113.7,110.4,-0,110.4
