label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,28.62,3.0,120.245,0.4176,0.015058,66.41,813.13,519.93,199.02,718.95
21,R290,SRC_HX,COMP1,3.36067,28.62,9.1912,609.458,2.385,0.174167,5.742,2107.15,4390.05,109510.79,113900.85
22,R290,COMP1,IHX,3.36067,87.87,27.9524,674.606,2.4213,0.056189,17.797,679.8,55161.22,113241.67,168402.89
22c,R290,IHX,cc1,3.36067,69.0,27.9524,397.237,1.6243,0.008213,121.763,99.36,11436.87,113241.67,124678.54
23,R290,cc1,VAL1,3.36067,69.0,27.9524,397.237,1.6243,0.008213,121.763,99.36,11436.87,113241.67,124678.54
24,R290,VAL1,SRC_HX,3.36067,23.62,9.1912,397.237,1.6701,0.071953,13.898,870.51,1718.05,109510.79,111228.84
31,R600,IHX,COMP2,4.48766,69.0,7.0299,686.226,2.4886,0.266067,3.758,4298.47,50473.75,29515.15,79988.9
32,R600,COMP2,SNK_HX,4.48766,106.17,16.8006,729.913,2.5117,0.103034,9.706,1664.58,85707.54,31199.21,116906.75
32c,R600,SNK_HX,cc2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48766,64.0,7.0299,478.513,1.8728,0.102879,9.72,1662.07,23298.54,29515.15,52813.69
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
