name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,182.8769,3.0922,-34.8152,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,170.2619,2.055,-10.5143,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-944.5612,38.3884,78.9413,69.9504,4.9916,5.0,24.6054,0.9942,0.9852,0.9741,0.5501,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,179.5693,207.5807,7.5972,5.0,5.0214,6.2083,0.9878,1.0,0.9332,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-761.6843,92.9469,77.4518,12.5256,5.0,5.0,8.1948,1.0,0.9896,0.7084,0.956,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3287,34.3402,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5,10.1143,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
