Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,29.18,3,122.6,425.3,11.82,0.7877,0.5887,0.199,-4.181e-17,4.181e-17,0,-1.315e-15,3.89e-15,0
21,0.6957,29.18,9.776,1644,5862,215.7,310,16.92,293.1,6.635,60.05,66.68,156.6,81.79,85.87
22,0.6957,143.6,33.89,1878,5977,355.4,510.9,213.8,297.1,46.97,60.85,107.8,87.71,81.79,84.27
22c,0.6957,66,33.89,669,2525,218.2,313.6,16.57,297.1,3.639,60.85,64.49,87.71,81.79,82.1
23,0.6957,66,33.89,669,2525,218.2,313.6,16.57,297.1,3.639,60.85,64.49,87.71,81.79,82.1
24,0.6957,24.18,9.776,669,2584,206.1,296.2,3.089,293.1,0.6787,60.05,60.72,87.71,81.79,81.85
31,4.909,66,6.54,682,2485,377.1,76.81,47.38,29.43,97.94,43.1,141,117,82.86,103.9
32,4.909,115.4,20.23,737.7,2514,609.2,124.1,92.31,31.79,163.7,46.55,210.3,100.4,82.86,95.88
32c,4.909,115,20.23,510.6,1929,336.4,68.52,36.73,31.79,65.16,46.55,111.7,100.4,82.86,92.25
33,4.909,115,20.23,510.6,1929,336.4,68.52,36.73,31.79,65.16,46.55,111.7,100.4,82.86,92.25
34,4.909,61,6.54,510.6,1972,273.5,55.71,26.28,29.43,46.62,43.1,89.72,100.4,82.86,91.12
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,104,-0,104,101,-0,100.9
