label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,5.06989,50.0,3.0,209.59,0.7037,0.005131,194.9,93.65,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,5.06989,20.01,3.0,84.236,0.2966,0.005079,196.907,92.69,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.70896,20.01,7.2843,1636.244,5.9666,0.127009,7.873,324.16,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.70896,194.54,45.1286,1999.935,6.1264,0.032593,30.682,83.19,289834.87,298892.19,588727.06
22c,R717,IHX,cc1,0.70896,79.0,45.1286,739.822,2.7234,0.001393,717.983,3.55,27320.52,298892.19,326212.71
23,R717,cc1,VAL1,0.70896,79.0,45.1286,739.822,2.7234,0.001393,717.983,3.55,27320.52,298892.19,326212.71
24,R717,VAL1,SRC_HX,0.70896,15.01,7.2843,739.822,2.8561,0.034117,29.311,87.08,15397.38,271900.35,287297.73
31,R600a,IHX,COMP2,6.17364,79.0,11.8527,661.971,2.389,0.205108,4.875,4558.55,54592.18,45006.29,99598.47
32,R600a,COMP2,SNK_HX,6.17364,118.21,26.0191,697.841,2.4074,0.079282,12.613,1762.05,82544.99,47536.22,130081.21
32c,R600a,SNK_HX,cc2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.17364,74.0,11.8527,517.263,1.9724,0.104412,9.577,2320.58,32013.48,45006.29,77019.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
