name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,173.4584,4.9799,-28.9905,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,399.683,3.243,-21.3582,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-701.3741,21.9016,57.5353,101.3709,5.0,5.0,32.0238,1.0,1.0,0.9792,0.2877,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,169.5726,214.2279,8.2575,5.0,5.0,6.4931,1.0,1.0,0.8601,0.992,,,,,
SRC_HX,HeatExchanger,,,,,-527.9156,48.8047,42.5307,19.99,5.0,5.0,10.8169,1.0,1.0,0.7997,0.9461,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2008,28.9905,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3084,21.3582,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
