name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,184.2686,3.2358,-38.3563,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,201.4498,2.1924,-13.1435,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-899.6072,35.9783,75.2333,71.5269,5.0,5.0,25.0041,1.0,1.0,0.973,0.5024,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,182.8391,218.8711,7.1746,5.0,5.0,6.022,1.0,1.0,0.9197,0.993,,,,,
SRC_HX,HeatExchanger,,,,,-715.3387,92.1079,74.7035,11.4025,5.0,5.0,7.7663,1.0,1.0,0.6953,0.9582,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.309,38.3563,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4561,13.1435,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
