name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,182.8357,3.311,-15.5989,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,313.2003,3.9759,-12.5749,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-815.0016,63.2068,77.3175,26.5073,5.0,5.0,12.8942,1.0,1.0,0.9575,0.7734,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,225.6404,225.6404,5.0,5.0,5.0,5.0,1.0,1.0,0.9405,0.9954,,,,,
SRC_HX,HeatExchanger,,,,,-632.1658,87.3321,69.584,10.0627,5.0,5.0,7.2386,1.0,1.0,0.6675,0.9378,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.302,15.5989,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2515,12.5749,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
