label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,9.94,3.0,42.05,0.1501,0.015003,66.654,810.16,740.64,199.02,939.66
21,R1270,SRC_HX,COMP1,2.43385,9.94,6.7498,590.68,2.4044,0.17625,5.674,1544.28,302.53,104640.44,104942.97
22,R1270,COMP1,IHX,2.43385,75.51,22.3487,665.802,2.4479,0.057596,17.362,504.64,39934.8,127375.72,167310.53
22c,R1270,IHX,cc1,2.43385,49.0,22.3487,330.941,1.4288,0.005276,189.542,46.23,3825.18,127375.72,131200.9
23,R1270,cc1,VAL1,2.43385,49.0,22.3487,330.941,1.4288,0.005276,189.542,46.23,3825.18,127375.72,131200.9
24,R1270,VAL1,SRC_HX,2.43385,4.94,6.7498,330.941,1.4706,0.058089,17.215,508.96,14291.04,104640.44,118931.49
31,R600,IHX,COMP2,4.55065,49.0,4.2256,657.608,2.4661,0.44443,2.25,7280.8,28935.45,29030.97,57966.41
32,R600,COMP2,SNK_HX,4.55065,105.0,16.8006,726.434,2.5025,0.103323,9.678,1692.67,84921.58,31199.21,116120.79
32c,R600,SNK_HX,cc2,4.55065,105.0,16.8006,478.513,1.8469,0.009941,100.594,162.86,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.55065,105.0,16.8006,478.513,1.8469,0.009941,100.594,162.86,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.55065,44.0,4.2256,478.513,1.9017,0.222641,4.492,3647.38,15312.51,29030.97,44343.47
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
