label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,4.18719,60.0,3.0,251.416,0.8311,0.004258,234.831,64.19,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,4.18719,20.01,3.0,84.236,0.2966,0.004194,238.417,63.22,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.79082,20.01,7.2843,1636.244,5.9666,0.141673,7.058,403.34,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.79082,199.32,47.0775,2010.099,6.1293,0.035194,28.414,100.2,298839.41,299209.75,598049.16
22c,R717,IHX,cc1,0.79082,81.0,47.0775,751.07,2.7542,0.001567,638.324,4.46,29233.15,299209.75,328442.91
23,R717,cc1,VAL1,0.79082,81.0,47.0775,751.07,2.7542,0.001567,638.324,4.46,29233.15,299209.75,328442.91
24,R717,VAL1,SRC_HX,0.79082,15.01,7.2843,751.07,2.8952,0.039333,25.424,111.98,15202.6,271900.35,287102.95
31,R600,IHX,COMP2,4.43704,81.0,9.2657,702.91,2.5035,0.198985,5.025,3178.46,62406.96,29900.91,92307.86
32,R600,COMP2,SNK_HX,4.43704,107.24,16.8006,732.782,2.5193,0.102779,9.73,1641.72,86362.21,31199.21,117561.42
32c,R600,SNK_HX,cc2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.43704,76.0,9.2657,478.513,1.8611,0.061737,16.198,986.15,26349.39,29900.91,56250.3
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
