label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,29.06,3.0,122.056,0.4236,0.01506,66.401,813.24,572.93,199.02,771.95
21,R717,SRC_HX,COMP1,0.73212,29.06,9.7383,1643.73,5.8637,0.099151,10.086,261.32,16428.42,293110.01,309538.43
22,R717,COMP1,IHX,0.73212,160.5,39.6435,1913.097,5.9906,0.034883,28.667,91.94,243698.4,297997.92,541696.31
22c,R717,IHX,cc1,0.73212,73.0,39.6435,706.673,2.6315,0.001405,711.99,3.7,22003.6,297997.92,320001.52
23,R717,cc1,VAL1,0.73212,73.0,39.6435,706.673,2.6315,0.001405,711.99,3.7,22003.6,297997.92,320001.52
24,R717,VAL1,SRC_HX,0.73212,24.06,9.7383,706.673,2.7112,0.021428,46.668,56.48,3516.7,293110.01,296626.71
31,R600,IHX,COMP2,4.87364,73.0,7.7249,691.841,2.4935,0.262903,3.804,4612.66,54532.72,29635.08,84167.81
32,R600,COMP2,SNK_HX,4.87364,115.94,20.2302,739.357,2.518,0.089264,11.203,1566.15,92719.74,31789.28,124509.02
32c,R600,SNK_HX,cc2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.87364,68.0,7.7249,510.611,1.9625,0.120647,8.289,2116.77,28966.53,29635.08,58601.62
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
