label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,38.59,3.0,161.882,0.5534,0.015108,66.189,815.84,2362.91,199.02,2561.94
21,R717,SRC_HX,COMP1,0.81692,38.59,12.9602,1649.888,5.7605,0.083725,11.944,246.23,52319.47,293637.64,345957.12
22,R717,COMP1,IHX,0.81692,169.49,51.1642,1913.563,5.882,0.030004,33.329,88.24,274146.24,299875.38,574021.63
22c,R717,IHX,cc1,0.81692,85.0,51.1642,773.897,2.816,0.001647,607.282,4.84,33277.64,299875.38,333153.02
23,R717,cc1,VAL1,0.81692,85.0,51.1642,773.897,2.816,0.001647,607.282,4.84,33277.64,299875.38,333153.02
24,R717,VAL1,SRC_HX,0.81692,33.59,12.9602,773.897,2.9051,0.020472,48.848,60.21,13395.66,293637.64,307033.31
31,R600a,IHX,COMP2,6.12497,85.0,13.4379,669.267,2.3957,0.177773,5.625,3919.87,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,6.12497,118.61,26.0191,699.276,2.4111,0.07915,12.634,1745.25,82905.66,47536.22,130441.88
32c,R600a,SNK_HX,cc2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.12497,80.0,13.4379,517.263,1.9655,0.083619,11.959,1843.78,33748.71,45289.98,79038.69
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
