label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.16,3.0,164.262,0.561,0.015111,66.175,816.02,2506.86,199.02,2705.88
21,R290,SRC_HX,COMP1,3.25426,39.16,11.9355,619.962,2.3787,0.129179,7.741,1513.38,16175.97,110058.91,126234.88
22,R290,COMP1,IHX,3.25426,90.63,30.1635,673.391,2.4082,0.049078,20.376,574.97,57332.08,113678.97,171011.05
22c,R290,IHX,cc1,3.25426,73.0,30.1635,411.032,1.6628,0.008154,122.646,95.52,13510.02,113678.97,127188.99
23,R290,cc1,VAL1,3.25426,73.0,30.1635,411.032,1.6628,0.008154,122.646,95.52,13510.02,113678.97,127188.99
24,R290,VAL1,SRC_HX,3.25426,34.16,11.9355,411.032,1.6991,0.051471,19.428,603.0,6470.21,110058.91,116529.12
31,R600a,IHX,COMP2,6.22358,73.0,10.4096,654.448,2.3822,0.237096,4.218,5312.1,49335.39,44747.87,94083.26
32,R600a,COMP2,SNK_HX,6.22358,117.8,26.0191,696.392,2.4037,0.079413,12.592,1779.24,82181.93,47536.22,129718.15
32c,R600a,SNK_HX,cc2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.22358,68.0,10.4096,517.263,1.9803,0.129454,7.725,2900.4,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
