name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,176.8113,2.9277,-16.9866,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,295.6711,3.1027,-14.7588,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-832.5308,67.8397,79.268,24.5063,5.0,5.0,12.272,1.0,1.0,0.9526,0.7495,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,196.9704,224.9645,6.523,5.0,5.0,5.7278,1.0,1.0,0.9227,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-655.7194,88.6666,71.1071,10.4554,5.0,5.0,7.3953,1.0,1.0,0.6762,0.9293,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3416,16.9866,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3223,14.7588,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
