name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,167.9426,3.4003,-22.5377,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,237.924,2.8774,-11.1248,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-890.2779,33.5083,75.8027,78.0034,4.9976,5.0,26.5689,0.9906,0.9753,0.979,0.5413,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,199.6607,209.2179,6.3553,5.0,5.0134,5.6506,0.9853,1.0,0.9411,0.9942,,,,,
SRC_HX,HeatExchanger,,,,,-722.3353,89.8498,75.0501,12.1147,5.0,5.0,8.0394,1.0,0.9817,0.6973,0.966,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3024,22.0627,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3616,10.7248,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
