name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,170.2225,2.7796,-16.8877,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,309.7109,2.9255,-17.1251,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-805.1122,78.8044,78.9308,18.1992,5.0,5.0,10.2166,1.0,1.0,0.9438,0.7677,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,182.7899,220.9408,7.3482,5.0,5.0,6.0989,1.0,1.0,0.9029,0.9931,,,,,
SRC_HX,HeatExchanger,,,,,-634.8897,87.3894,69.8106,10.1286,5.0,5.0,7.2651,1.0,1.0,0.6694,0.9173,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3598,16.8877,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3418,17.1251,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
