Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,9.759,3,41.3,147.5,14.5,0.9665,0.7674,0.199,22.11,-2.77e-17,22.11,533.6,-2.577e-15,423.7
21,0.6685,9.759,5.111,1626,6090,150.7,225.4,0.4855,224.9,0.1647,40.89,41.06,141,75.55,75.69
22,0.6685,185.2,33.12,1996,6257,365.5,546.7,249.7,296.9,45.41,53.99,99.4,75.55,75.55,75.55
22c,0.6685,65,33.12,663.7,2509,209.1,312.8,15.86,296.9,2.883,53.99,56.87,75.55,75.55,75.55
23,0.6685,65,33.12,663.7,2509,209.1,312.8,15.86,296.9,2.883,53.99,56.87,75.55,75.55,75.55
24,0.6685,4.759,5.111,663.7,2628,185.9,278,53.13,224.9,18.03,40.89,58.92,141,75.55,88.05
31,5.505,65,8.692,644.1,2373,476,86.46,42.02,44.44,91.67,68.41,160.1,110.1,77.67,93.43
32,5.505,107.1,21.78,687.3,2396,676.7,122.9,76.13,46.78,144.2,72.01,216.2,95.56,77.67,88.75
32c,5.505,105,21.78,482.3,1854,423,76.83,30.05,46.78,56.92,72.01,128.9,95.56,77.67,84.67
33,5.505,105,21.78,482.3,1854,423,76.83,30.05,46.78,56.92,72.01,128.9,95.56,77.67,84.67
34,5.505,60,8.692,482.3,1888,368.6,66.96,22.52,44.44,42.65,68.41,111.1,95.56,77.67,83.69
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,92.01,0,114.1,97.81,0,121.3
