name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,285.7692,4.2802,-24.0017,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,219.9611,2.5004,-12.1394,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-894.862,79.3206,84.8245,21.4061,5.0,5.0,11.2816,1.0,1.0,0.9353,0.7979,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,201.3493,222.6519,6.1106,5.0,5.0,5.5368,1.0,1.0,0.9323,0.9943,,,,,
SRC_HX,HeatExchanger,,,,,-609.0928,84.4853,67.4095,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9063,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2336,24.0017,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3999,12.1394,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
