label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,14.5829,30.0,3.0,126.004,0.4367,0.014645,68.281,768.86,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,14.5829,20.01,3.0,84.236,0.2966,0.014608,68.457,766.89,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.34235,20.01,7.3171,600.335,2.3908,0.217394,4.6,2615.78,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.34235,96.41,31.3188,685.834,2.4374,0.050089,19.965,602.69,60987.23,113907.26,174894.49
22c,R290,IHX,cc1,3.34235,75.0,31.3188,418.1,1.6823,0.008487,117.825,102.12,14627.29,113907.26,128534.55
23,R290,cc1,VAL1,3.34235,75.0,31.3188,418.1,1.6823,0.008487,117.825,102.12,14627.29,113907.26,128534.55
24,R290,VAL1,SRC_HX,3.34235,15.01,7.3171,418.1,1.7587,0.110945,9.014,1334.94,3073.4,103064.49,106137.89
31,R600,IHX,COMP2,4.8629,75.0,8.0908,694.63,2.496,0.25036,3.994,4382.9,56531.77,29698.23,86230.0
32,R600,COMP2,SNK_HX,4.8629,116.11,20.2302,739.862,2.5193,0.089225,11.208,1562.01,92844.46,31789.28,124633.74
32c,R600,SNK_HX,cc2,4.8629,115.0,20.2302,510.611,1.9287,0.011121,89.923,194.68,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8629,115.0,20.2302,510.611,1.9287,0.011121,89.923,194.68,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8629,70.0,8.0908,510.611,1.96,0.111889,8.937,1958.77,29651.73,29698.23,59349.96
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
