name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,270.1717,3.1543,-25.7076,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,164.2819,1.9998,-10.1143,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-950.5412,88.8954,89.3617,19.6162,5.0,5.0,10.6928,1.0,1.0,0.9148,0.8162,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,187.3953,222.0477,7.0112,5.0,5.0,5.949,1.0,1.0,0.9331,0.9934,,,,,
SRC_HX,HeatExchanger,,,,,-680.3695,90.0932,72.9208,10.852,5.0,5.0,7.5518,1.0,1.0,0.6846,0.8781,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.317,25.7076,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5,10.1143,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
