name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,286.845,6.3281,-38.8111,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,148.456,1.7988,-9.6708,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-979.7459,27.5913,75.4287,116.93,5.0,5.0,35.5092,1.0,1.0,0.9781,0.3957,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,174.4611,223.2048,8.1957,5.0,5.0,6.4668,1.0,1.0,0.9245,0.9926,,,,,
SRC_HX,HeatExchanger,,,,,-692.9009,49.6711,44.9781,29.99,5.0,5.0,13.9498,1.0,1.0,0.8569,0.9178,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.158,38.8111,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5559,9.6708,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
