label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,5.52756,50.0,3.0,209.59,0.7037,0.005594,178.763,111.32,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,5.52756,20.01,3.0,84.236,0.2966,0.005537,180.603,110.18,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.77783,20.01,7.2843,1636.244,5.9666,0.139347,7.176,390.2,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.77783,196.93,46.0954,2005.02,6.1279,0.035182,28.424,98.52,294338.85,299049.72,593388.57
22c,R717,IHX,cc1,0.77783,80.0,46.0954,745.433,2.7388,0.001534,651.71,4.3,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.77783,80.0,46.0954,745.433,2.7388,0.001534,651.71,4.3,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.77783,15.01,7.2843,745.433,2.8756,0.038058,26.276,106.57,15300.21,271900.35,287200.56
31,R600a,IHX,COMP2,5.41672,80.0,12.1068,663.204,2.3902,0.175935,5.684,3430.76,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,5.41672,108.2,21.7777,690.611,2.4046,0.088174,11.341,1719.4,76903.69,46780.02,123683.71
32c,R600a,SNK_HX,cc2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41672,75.0,12.1068,482.329,1.8709,0.067225,14.876,1310.89,26805.28,45051.78,71857.06
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
