label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,38.68,3.0,162.287,0.5547,0.015109,66.187,815.87,2387.12,199.02,2586.15
21,R717,SRC_HX,COMP1,0.77961,38.68,12.9967,1649.941,5.7594,0.079681,12.55,223.63,52667.48,293643.61,346311.09
22,R717,COMP1,IHX,0.77961,155.72,45.1286,1885.742,5.8714,0.031481,31.765,88.36,250397.69,298892.19,549289.87
22c,R717,IHX,cc1,0.77961,79.0,45.1286,739.822,2.7234,0.001532,652.919,4.3,27320.52,298892.19,326212.71
23,R717,cc1,VAL1,0.77961,79.0,45.1286,739.822,2.7234,0.001532,652.919,4.3,27320.52,298892.19,326212.71
24,R717,VAL1,SRC_HX,0.77961,33.68,12.9967,739.822,2.7937,0.017161,58.271,48.16,11957.33,293643.61,305600.95
31,R600a,IHX,COMP2,6.17364,79.0,11.8527,661.971,2.389,0.205108,4.875,4558.55,54592.18,45006.29,99598.47
32,R600a,COMP2,SNK_HX,6.17364,118.21,26.0191,697.841,2.4074,0.079282,12.613,1762.05,82544.99,47536.22,130081.21
32c,R600a,SNK_HX,cc2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.17364,74.0,11.8527,517.263,1.9724,0.104412,9.577,2320.58,32013.48,45006.29,77019.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
