Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,29.7,3,124.7,432.5,12.82,0.8548,0.6558,0.199,1.932e-15,4.095e-16,2.342e-15,5.457e-14,3.81e-14,5.073e-14
21,3.707,29.7,9.447,610.6,2384,427.1,115.2,5.641,109.6,10.72,126.1,136.9,142.4,86.26,89.01
22,3.707,100.3,34.36,685.3,2425,660.6,178.2,63.67,114.5,77.53,131.8,209.4,91.24,86.26,88.04
22c,3.707,80,34.36,436.3,1732,490.1,132.2,17.68,114.5,21.52,131.8,153.4,91.24,86.26,86.93
23,3.707,80,34.36,436.3,1732,490.1,132.2,17.68,114.5,21.52,131.8,153.4,91.24,86.26,86.93
24,3.707,24.7,9.447,436.3,1800,416.6,112.4,2.813,109.6,3.425,126.1,129.6,91.24,86.26,86.39
31,4.835,80,9.062,701.5,2502,441.5,91.31,61.44,29.87,124.4,45.93,170.4,116.3,88.34,107.2
32,4.835,116.6,20.23,741.2,2523,604.2,125,93.17,31.79,173.2,48.88,222.1,106.8,88.34,102.1
32c,4.835,115,20.23,510.6,1929,331.3,68.52,36.73,31.79,68.29,48.88,117.2,106.8,88.34,98.24
33,4.835,115,20.23,510.6,1929,331.3,68.52,36.73,31.79,68.29,48.88,117.2,106.8,88.34,98.24
34,4.835,75,9.062,510.6,1954,295.3,61.08,31.21,29.87,58.03,45.93,104,106.8,88.34,97.78
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,111.2,-0,111.2,108,-0,108
