label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.42,3.0,161.175,0.5511,0.015107,66.193,815.79,2320.93,199.02,2519.96
21,R1270,SRC_HX,COMP1,4.01471,38.42,14.1577,614.894,2.3638,0.137735,7.26,1990.67,15257.24,125792.11,141049.35
22,R1270,COMP1,IHX,4.01471,104.57,40.7877,678.042,2.3974,0.047434,21.082,685.56,63427.29,130914.58,194341.87
22c,R1270,IHX,cc1,4.01471,80.0,40.7877,434.003,1.7207,0.010625,94.122,153.56,17787.29,130914.58,148701.87
23,R1270,cc1,VAL1,4.01471,80.0,40.7877,434.003,1.7207,0.010625,94.122,153.56,17787.29,130914.58,148701.87
24,R1270,VAL1,SRC_HX,4.01471,33.42,14.1577,434.003,1.774,0.065984,15.155,953.67,7260.61,125792.11,133052.72
31,R600a,IHX,COMP2,5.41672,80.0,12.1068,663.204,2.3902,0.175935,5.684,3430.76,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,5.41672,108.2,21.7777,690.611,2.4046,0.088174,11.341,1719.4,76903.69,46780.02,123683.71
32c,R600a,SNK_HX,cc2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41672,75.0,12.1068,482.329,1.8709,0.067225,14.876,1310.89,26805.28,45051.78,71857.06
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
