name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,167.8453,3.0177,-18.3152,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,361.0305,3.4474,-18.4717,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-753.7925,60.9027,71.4883,24.8411,5.0,5.0,12.377,1.0,1.0,0.9504,0.6981,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,188.525,221.5137,6.9318,5.0,5.0,5.9134,1.0,1.0,0.9022,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-585.9472,84.3466,66.4557,9.3435,5.0,5.0,6.9469,1.0,1.0,0.6512,0.9338,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3314,18.3152,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2901,18.4717,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
