label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,20.66,3.0,86.941,0.3058,0.015028,66.544,811.49,3.07,199.02,202.09
21,R1270,SRC_HX,COMP1,2.45185,20.66,9.0772,600.498,2.3881,0.132528,7.546,1169.78,1.34,119535.69,119537.03
22,R1270,COMP1,IHX,2.45185,83.84,27.3924,668.955,2.4268,0.045965,21.756,405.71,48315.17,128347.2,176662.37
22c,R1270,IHX,cc1,2.45185,59.0,27.3924,361.516,1.5188,0.005589,178.928,49.33,7037.76,128347.2,135384.95
23,R1270,cc1,VAL1,2.45185,59.0,27.3924,361.516,1.5188,0.005589,178.928,49.33,7037.76,128347.2,135384.95
24,R1270,VAL1,SRC_HX,2.45185,15.66,9.0772,361.516,1.5609,0.04771,20.96,421.12,3516.02,119535.69,123051.71
31,R600a,IHX,COMP2,6.33575,59.0,7.5474,636.238,2.3663,0.335473,2.981,7651.7,36303.01,44234.97,80537.98
32,R600a,COMP2,SNK_HX,6.33575,116.93,26.0191,693.221,2.3956,0.079693,12.548,1817.69,81391.27,47536.22,128927.49
32c,R600a,SNK_HX,cc2,6.33575,115.0,26.0191,517.263,1.9423,0.016272,61.454,371.15,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.33575,115.0,26.0191,517.263,1.9423,0.016272,61.454,371.15,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.33575,54.0,7.5474,517.263,2.0028,0.210079,4.76,4791.63,23868.51,44234.97,68103.49
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
