label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.48,3.0,199.068,0.671,0.015163,65.949,818.81,5069.69,199.02,5268.72
21,R290,SRC_HX,COMP1,3.88088,47.48,14.496,627.622,2.374,0.12559,7.962,1754.64,24721.33,110569.55,135290.88
22,R290,COMP1,IHX,3.88088,93.99,32.5087,673.372,2.399,0.053005,18.866,740.54,59564.97,114142.24,173707.2
22c,R290,IHX,cc1,3.88088,77.0,32.5087,425.293,1.702,0.009994,100.055,139.63,15801.46,114142.24,129943.7
23,R290,cc1,VAL1,3.88088,77.0,32.5087,425.293,1.702,0.009994,100.055,139.63,15801.46,114142.24,129943.7
24,R290,VAL1,SRC_HX,3.88088,42.48,14.496,425.293,1.7332,0.049754,20.099,695.13,10226.19,110569.55,120795.74
31,R600a,IHX,COMP2,5.43454,77.0,11.3563,659.486,2.3868,0.188939,5.293,3696.46,52862.34,44917.42,97779.76
32,R600a,COMP2,SNK_HX,5.43454,107.97,21.7777,689.928,2.4028,0.088233,11.334,1726.22,76745.9,46780.02,123525.92
32c,R600a,SNK_HX,cc2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.43454,72.0,11.3563,482.329,1.8737,0.076029,13.153,1487.45,26102.96,44917.42,71020.37
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
